year,geography1,geography2,ageband,sex_char,measure,dataset,value,period
2019,Health board of residence,NHS Highland,Ages 18 - 24,Male,Number of patients,Psychiatric,40,Pre-COVID
2019,Health board of residence,NHS Highland,Ages 18 - 24,Female,Number of patients,Psychiatric,30,Pre-COVID
2019,Health board of residence,NHS Highland,Ages 25 - 39,Male,Number of patients,Psychiatric,115,Pre-COVID
2019,Health board of residence,NHS Highland,Ages 25 - 39,Female,Number of patients,Psychiatric,70,Pre-COVID
2019,Health board of residence,NHS Highland,Ages 40 - 64,Male,Number of patients,Psychiatric,165,Pre-COVID
2019,Health board of residence,NHS Highland,Ages 40 - 64,Female,Number of patients,Psychiatric,135,Pre-COVID
2019,Health board of residence,NHS Highland,Ages 65+,Male,Number of patients,Psychiatric,70,Pre-COVID
2019,Health board of residence,NHS Highland,Ages 65+,Female,Number of patients,Psychiatric,75,Pre-COVID
2019,Health board of residence,NHS Lanarkshire,Ages 0 - 17,Male,Number of patients,Psychiatric,20,Pre-COVID
2019,Health board of residence,NHS Lanarkshire,Ages 0 - 17,Female,Number of patients,Psychiatric,40,Pre-COVID
2019,Health board of residence,NHS Lanarkshire,Ages 18 - 24,Male,Number of patients,Psychiatric,65,Pre-COVID
2019,Health board of residence,NHS Lanarkshire,Ages 18 - 24,Female,Number of patients,Psychiatric,65,Pre-COVID
2019,Health board of residence,NHS Lanarkshire,Ages 25 - 39,Male,Number of patients,Psychiatric,200,Pre-COVID
2019,Health board of residence,NHS Lanarkshire,Ages 25 - 39,Female,Number of patients,Psychiatric,165,Pre-COVID
2019,Health board of residence,NHS Lanarkshire,Ages 40 - 64,Male,Number of patients,Psychiatric,290,Pre-COVID
2019,Health board of residence,NHS Lanarkshire,Ages 40 - 64,Female,Number of patients,Psychiatric,260,Pre-COVID
2019,Health board of residence,NHS Lanarkshire,Ages 65+,Male,Number of patients,Psychiatric,165,Pre-COVID
2019,Health board of residence,NHS Lanarkshire,Ages 65+,Female,Number of patients,Psychiatric,160,Pre-COVID
2019,Health board of residence,NHS Lothian,Ages 0 - 17,Male,Number of patients,Psychiatric,25,Pre-COVID
2019,Health board of residence,NHS Lothian,Ages 0 - 17,Female,Number of patients,Psychiatric,50,Pre-COVID
2019,Health board of residence,NHS Lothian,Ages 18 - 24,Male,Number of patients,Psychiatric,100,Pre-COVID
2019,Health board of residence,NHS Lothian,Ages 18 - 24,Female,Number of patients,Psychiatric,120,Pre-COVID
2019,Health board of residence,NHS Lothian,Ages 25 - 39,Male,Number of patients,Psychiatric,295,Pre-COVID
2019,Health board of residence,NHS Lothian,Ages 25 - 39,Female,Number of patients,Psychiatric,240,Pre-COVID
2019,Health board of residence,NHS Lothian,Ages 40 - 64,Male,Number of patients,Psychiatric,445,Pre-COVID
2019,Health board of residence,NHS Lothian,Ages 40 - 64,Female,Number of patients,Psychiatric,360,Pre-COVID
2019,Health board of residence,NHS Lothian,Ages 65+,Male,Number of patients,Psychiatric,240,Pre-COVID
2019,Health board of residence,NHS Lothian,Ages 65+,Female,Number of patients,Psychiatric,270,Pre-COVID
2019,Health board of residence,NHS Orkney,Ages 0 - 17,Male,Number of patients,Psychiatric,0,Pre-COVID
2019,Health board of residence,NHS Orkney,Ages 0 - 17,Female,Number of patients,Psychiatric,0,Pre-COVID
2019,Health board of residence,NHS Orkney,Ages 18 - 24,Male,Number of patients,Psychiatric,0,Pre-COVID
2019,Health board of residence,NHS Orkney,Ages 18 - 24,Female,Number of patients,Psychiatric,0,Pre-COVID
2019,Health board of residence,NHS Orkney,Ages 25 - 39,Male,Number of patients,Psychiatric,5,Pre-COVID
2019,Health board of residence,NHS Orkney,Ages 25 - 39,Female,Number of patients,Psychiatric,5,Pre-COVID
2019,Health board of residence,NHS Orkney,Ages 40 - 64,Male,Number of patients,Psychiatric,5,Pre-COVID
2019,Health board of residence,NHS Orkney,Ages 40 - 64,Female,Number of patients,Psychiatric,10,Pre-COVID
2019,Health board of residence,NHS Orkney,Ages 65+,Male,Number of patients,Psychiatric,5,Pre-COVID
2019,Health board of residence,NHS Orkney,Ages 65+,Female,Number of patients,Psychiatric,5,Pre-COVID
2019,Health board of residence,NHS Shetland,Ages 0 - 17,Male,Number of patients,Psychiatric,0,Pre-COVID
2019,Health board of residence,NHS Shetland,Ages 0 - 17,Female,Number of patients,Psychiatric,0,Pre-COVID
2019,Health board of residence,NHS Shetland,Ages 18 - 24,Male,Number of patients,Psychiatric,0,Pre-COVID
2019,Health board of residence,NHS Shetland,Ages 18 - 24,Female,Number of patients,Psychiatric,0,Pre-COVID
2019,Health board of residence,NHS Shetland,Ages 25 - 39,Male,Number of patients,Psychiatric,0,Pre-COVID
2019,Health board of residence,NHS Shetland,Ages 25 - 39,Female,Number of patients,Psychiatric,5,Pre-COVID
2019,Health board of residence,NHS Shetland,Ages 40 - 64,Male,Number of patients,Psychiatric,5,Pre-COVID
2019,Health board of residence,NHS Shetland,Ages 40 - 64,Female,Number of patients,Psychiatric,5,Pre-COVID
2019,Health board of residence,NHS Shetland,Ages 65+,Male,Number of patients,Psychiatric,0,Pre-COVID
2019,Health board of residence,NHS Shetland,Ages 65+,Female,Number of patients,Psychiatric,0,Pre-COVID
2019,Health board of residence,NHS Tayside,Ages 0 - 17,Male,Number of patients,Psychiatric,10,Pre-COVID
2019,Health board of residence,NHS Tayside,Ages 0 - 17,Female,Number of patients,Psychiatric,20,Pre-COVID
2019,Health board of residence,NHS Tayside,Ages 18 - 24,Male,Number of patients,Psychiatric,65,Pre-COVID
2019,Health board of residence,NHS Tayside,Ages 18 - 24,Female,Number of patients,Psychiatric,70,Pre-COVID
2019,Health board of residence,NHS Tayside,Ages 25 - 39,Male,Number of patients,Psychiatric,210,Pre-COVID
2019,Health board of residence,NHS Tayside,Ages 25 - 39,Female,Number of patients,Psychiatric,150,Pre-COVID
2019,Health board of residence,NHS Tayside,Ages 40 - 64,Male,Number of patients,Psychiatric,265,Pre-COVID
2019,Health board of residence,NHS Tayside,Ages 40 - 64,Female,Number of patients,Psychiatric,220,Pre-COVID
2019,Health board of residence,NHS Tayside,Ages 65+,Male,Number of patients,Psychiatric,160,Pre-COVID
2019,Health board of residence,NHS Tayside,Ages 65+,Female,Number of patients,Psychiatric,190,Pre-COVID
2019,Health board of residence,NHS Western Isles,Ages 0 - 17,Male,Number of patients,Psychiatric,0,Pre-COVID
2019,Health board of residence,NHS Western Isles,Ages 0 - 17,Female,Number of patients,Psychiatric,5,Pre-COVID
2019,Health board of residence,NHS Western Isles,Ages 18 - 24,Male,Number of patients,Psychiatric,0,Pre-COVID
2019,Health board of residence,NHS Western Isles,Ages 18 - 24,Female,Number of patients,Psychiatric,0,Pre-COVID
2019,Health board of residence,NHS Western Isles,Ages 25 - 39,Male,Number of patients,Psychiatric,10,Pre-COVID
2019,Health board of residence,NHS Western Isles,Ages 25 - 39,Female,Number of patients,Psychiatric,0,Pre-COVID
2019,Health board of residence,NHS Western Isles,Ages 40 - 64,Male,Number of patients,Psychiatric,10,Pre-COVID
2019,Health board of residence,NHS Western Isles,Ages 40 - 64,Female,Number of patients,Psychiatric,10,Pre-COVID
2019,Health board of residence,NHS Western Isles,Ages 65+,Male,Number of patients,Psychiatric,5,Pre-COVID
2019,Health board of residence,NHS Western Isles,Ages 65+,Female,Number of patients,Psychiatric,5,Pre-COVID
2019,Health board of residence,Other,Ages 0 - 17,Male,Number of patients,Psychiatric,0,Pre-COVID
2019,Health board of residence,Other,Ages 0 - 17,Female,Number of patients,Psychiatric,0,Pre-COVID
2019,Health board of residence,Other,Ages 18 - 24,Male,Number of patients,Psychiatric,20,Pre-COVID
2019,Health board of residence,Other,Ages 18 - 24,Female,Number of patients,Psychiatric,15,Pre-COVID
2019,Health board of residence,Other,Ages 25 - 39,Male,Number of patients,Psychiatric,100,Pre-COVID
2019,Health board of residence,Other,Ages 25 - 39,Female,Number of patients,Psychiatric,40,Pre-COVID
2019,Health board of residence,Other,Ages 40 - 64,Male,Number of patients,Psychiatric,85,Pre-COVID
2019,Health board of residence,Other,Ages 40 - 64,Female,Number of patients,Psychiatric,45,Pre-COVID
2019,Health board of residence,Other,Ages 65+,Male,Number of patients,Psychiatric,15,Pre-COVID
2019,Health board of residence,Other,Ages 65+,Female,Number of patients,Psychiatric,5,Pre-COVID
2020,Health board of residence,NHS Ayrshire & Arran,Ages 0 - 17,Male,Number of patients,Psychiatric,5,COVID-19
2020,Health board of residence,NHS Ayrshire & Arran,Ages 0 - 17,Female,Number of patients,Psychiatric,15,COVID-19
2020,Health board of residence,NHS Ayrshire & Arran,Ages 18 - 24,Male,Number of patients,Psychiatric,35,COVID-19
2020,Health board of residence,NHS Ayrshire & Arran,Ages 18 - 24,Female,Number of patients,Psychiatric,15,COVID-19
2020,Health board of residence,NHS Ayrshire & Arran,Ages 25 - 39,Male,Number of patients,Psychiatric,115,COVID-19
2020,Health board of residence,NHS Ayrshire & Arran,Ages 25 - 39,Female,Number of patients,Psychiatric,60,COVID-19
2020,Health board of residence,NHS Ayrshire & Arran,Ages 40 - 64,Male,Number of patients,Psychiatric,190,COVID-19
2020,Health board of residence,NHS Ayrshire & Arran,Ages 40 - 64,Female,Number of patients,Psychiatric,130,COVID-19
2020,Health board of residence,NHS Ayrshire & Arran,Ages 65+,Male,Number of patients,Psychiatric,90,COVID-19
2020,Health board of residence,NHS Ayrshire & Arran,Ages 65+,Female,Number of patients,Psychiatric,80,COVID-19
2020,Health board of residence,NHS Borders,Ages 0 - 17,Male,Number of patients,Psychiatric,5,COVID-19
2020,Health board of residence,NHS Borders,Ages 0 - 17,Female,Number of patients,Psychiatric,10,COVID-19
2020,Health board of residence,NHS Borders,Ages 18 - 24,Male,Number of patients,Psychiatric,15,COVID-19
2020,Health board of residence,NHS Borders,Ages 18 - 24,Female,Number of patients,Psychiatric,15,COVID-19
2020,Health board of residence,NHS Borders,Ages 25 - 39,Male,Number of patients,Psychiatric,40,COVID-19
2020,Health board of residence,NHS Borders,Ages 25 - 39,Female,Number of patients,Psychiatric,30,COVID-19
2020,Health board of residence,NHS Borders,Ages 40 - 64,Male,Number of patients,Psychiatric,60,COVID-19
2020,Health board of residence,NHS Borders,Ages 40 - 64,Female,Number of patients,Psychiatric,55,COVID-19
2020,Health board of residence,NHS Borders,Ages 65+,Male,Number of patients,Psychiatric,25,COVID-19
2020,Health board of residence,NHS Borders,Ages 65+,Female,Number of patients,Psychiatric,30,COVID-19
2020,Health board of residence,NHS Dumfries & Galloway,Ages 0 - 17,Male,Number of patients,Psychiatric,0,COVID-19
2020,Health board of residence,NHS Dumfries & Galloway,Ages 0 - 17,Female,Number of patients,Psychiatric,10,COVID-19
2020,Health board of residence,NHS Dumfries & Galloway,Ages 18 - 24,Male,Number of patients,Psychiatric,20,COVID-19
2020,Health board of residence,NHS Dumfries & Galloway,Ages 18 - 24,Female,Number of patients,Psychiatric,20,COVID-19
2020,Health board of residence,NHS Dumfries & Galloway,Ages 25 - 39,Male,Number of patients,Psychiatric,50,COVID-19
2020,Health board of residence,NHS Dumfries & Galloway,Ages 25 - 39,Female,Number of patients,Psychiatric,45,COVID-19
2020,Health board of residence,NHS Dumfries & Galloway,Ages 40 - 64,Male,Number of patients,Psychiatric,70,COVID-19
2020,Health board of residence,NHS Dumfries & Galloway,Ages 40 - 64,Female,Number of patients,Psychiatric,55,COVID-19
2020,Health board of residence,NHS Dumfries & Galloway,Ages 65+,Male,Number of patients,Psychiatric,45,COVID-19
2020,Health board of residence,NHS Dumfries & Galloway,Ages 65+,Female,Number of patients,Psychiatric,65,COVID-19
2020,Health board of residence,NHS Fife,Ages 0 - 17,Male,Number of patients,Psychiatric,5,COVID-19
2020,Health board of residence,NHS Fife,Ages 0 - 17,Female,Number of patients,Psychiatric,5,COVID-19
2020,Health board of residence,NHS Fife,Ages 18 - 24,Male,Number of patients,Psychiatric,25,COVID-19
2020,Health board of residence,NHS Fife,Ages 18 - 24,Female,Number of patients,Psychiatric,35,COVID-19
2020,Health board of residence,NHS Fife,Ages 25 - 39,Male,Number of patients,Psychiatric,105,COVID-19
2020,Health board of residence,NHS Fife,Ages 25 - 39,Female,Number of patients,Psychiatric,90,COVID-19
2020,Health board of residence,NHS Fife,Ages 40 - 64,Male,Number of patients,Psychiatric,135,COVID-19
2020,Health board of residence,NHS Fife,Ages 40 - 64,Female,Number of patients,Psychiatric,95,COVID-19
2020,Health board of residence,NHS Fife,Ages 65+,Male,Number of patients,Psychiatric,105,COVID-19
2020,Health board of residence,NHS Fife,Ages 65+,Female,Number of patients,Psychiatric,95,COVID-19
2020,Health board of residence,NHS Forth Valley,Ages 0 - 17,Male,Number of patients,Psychiatric,5,COVID-19
2020,Health board of residence,NHS Forth Valley,Ages 0 - 17,Female,Number of patients,Psychiatric,15,COVID-19
2020,Health board of residence,NHS Forth Valley,Ages 18 - 24,Male,Number of patients,Psychiatric,30,COVID-19
2020,Health board of residence,NHS Forth Valley,Ages 18 - 24,Female,Number of patients,Psychiatric,30,COVID-19
2020,Health board of residence,NHS Forth Valley,Ages 25 - 39,Male,Number of patients,Psychiatric,85,COVID-19
2020,Health board of residence,NHS Forth Valley,Ages 25 - 39,Female,Number of patients,Psychiatric,70,COVID-19
2020,Health board of residence,NHS Forth Valley,Ages 40 - 64,Male,Number of patients,Psychiatric,120,COVID-19
2020,Health board of residence,NHS Forth Valley,Ages 40 - 64,Female,Number of patients,Psychiatric,105,COVID-19
2020,Health board of residence,NHS Forth Valley,Ages 65+,Male,Number of patients,Psychiatric,115,COVID-19
2020,Health board of residence,NHS Forth Valley,Ages 65+,Female,Number of patients,Psychiatric,100,COVID-19
2020,Health board of residence,NHS Grampian,Ages 0 - 17,Male,Number of patients,Psychiatric,5,COVID-19
2020,Health board of residence,NHS Grampian,Ages 0 - 17,Female,Number of patients,Psychiatric,15,COVID-19
2020,Health board of residence,NHS Grampian,Ages 18 - 24,Male,Number of patients,Psychiatric,45,COVID-19
2020,Health board of residence,NHS Grampian,Ages 18 - 24,Female,Number of patients,Psychiatric,45,COVID-19
2020,Health board of residence,NHS Grampian,Ages 25 - 39,Male,Number of patients,Psychiatric,135,COVID-19
2020,Health board of residence,NHS Grampian,Ages 25 - 39,Female,Number of patients,Psychiatric,110,COVID-19
2020,Health board of residence,NHS Grampian,Ages 40 - 64,Male,Number of patients,Psychiatric,200,COVID-19
2020,Health board of residence,NHS Grampian,Ages 40 - 64,Female,Number of patients,Psychiatric,185,COVID-19
2020,Health board of residence,NHS Grampian,Ages 65+,Male,Number of patients,Psychiatric,165,COVID-19
2020,Health board of residence,NHS Grampian,Ages 65+,Female,Number of patients,Psychiatric,160,COVID-19
2020,Health board of residence,NHS Greater Glasgow & Clyde,Ages 0 - 17,Male,Number of patients,Psychiatric,15,COVID-19
2020,Health board of residence,NHS Greater Glasgow & Clyde,Ages 0 - 17,Female,Number of patients,Psychiatric,65,COVID-19
2020,Health board of residence,NHS Greater Glasgow & Clyde,Ages 18 - 24,Male,Number of patients,Psychiatric,145,COVID-19
2020,Health board of residence,NHS Greater Glasgow & Clyde,Ages 18 - 24,Female,Number of patients,Psychiatric,120,COVID-19
2020,Health board of residence,NHS Greater Glasgow & Clyde,Ages 25 - 39,Male,Number of patients,Psychiatric,450,COVID-19
2020,Health board of residence,NHS Greater Glasgow & Clyde,Ages 25 - 39,Female,Number of patients,Psychiatric,375,COVID-19
2020,Health board of residence,NHS Greater Glasgow & Clyde,Ages 40 - 64,Male,Number of patients,Psychiatric,755,COVID-19
2020,Health board of residence,NHS Greater Glasgow & Clyde,Ages 40 - 64,Female,Number of patients,Psychiatric,575,COVID-19
2020,Health board of residence,NHS Greater Glasgow & Clyde,Ages 65+,Male,Number of patients,Psychiatric,340,COVID-19
2020,Health board of residence,NHS Greater Glasgow & Clyde,Ages 65+,Female,Number of patients,Psychiatric,335,COVID-19
2020,Health board of residence,NHS Highland,Ages 0 - 17,Male,Number of patients,Psychiatric,0,COVID-19
2020,Health board of residence,NHS Highland,Ages 0 - 17,Female,Number of patients,Psychiatric,20,COVID-19
2020,Health board of residence,NHS Highland,Ages 18 - 24,Male,Number of patients,Psychiatric,35,COVID-19
2020,Health board of residence,NHS Highland,Ages 18 - 24,Female,Number of patients,Psychiatric,20,COVID-19
2020,Health board of residence,NHS Highland,Ages 25 - 39,Male,Number of patients,Psychiatric,65,COVID-19
2020,Health board of residence,NHS Highland,Ages 25 - 39,Female,Number of patients,Psychiatric,55,COVID-19
2020,Health board of residence,NHS Highland,Ages 40 - 64,Male,Number of patients,Psychiatric,110,COVID-19
2020,Health board of residence,NHS Highland,Ages 40 - 64,Female,Number of patients,Psychiatric,100,COVID-19
2020,Health board of residence,NHS Highland,Ages 65+,Male,Number of patients,Psychiatric,75,COVID-19
2020,Health board of residence,NHS Highland,Ages 65+,Female,Number of patients,Psychiatric,85,COVID-19
2020,Health board of residence,NHS Lanarkshire,Ages 0 - 17,Male,Number of patients,Psychiatric,5,COVID-19
2020,Health board of residence,NHS Lanarkshire,Ages 0 - 17,Female,Number of patients,Psychiatric,30,COVID-19
2020,Health board of residence,NHS Lanarkshire,Ages 18 - 24,Male,Number of patients,Psychiatric,60,COVID-19
2020,Health board of residence,NHS Lanarkshire,Ages 18 - 24,Female,Number of patients,Psychiatric,45,COVID-19
2020,Health board of residence,NHS Lanarkshire,Ages 25 - 39,Male,Number of patients,Psychiatric,165,COVID-19
2020,Health board of residence,NHS Lanarkshire,Ages 25 - 39,Female,Number of patients,Psychiatric,125,COVID-19
2020,Health board of residence,NHS Lanarkshire,Ages 40 - 64,Male,Number of patients,Psychiatric,210,COVID-19
2020,Health board of residence,NHS Lanarkshire,Ages 40 - 64,Female,Number of patients,Psychiatric,205,COVID-19
2020,Health board of residence,NHS Lanarkshire,Ages 65+,Male,Number of patients,Psychiatric,150,COVID-19
2020,Health board of residence,NHS Lanarkshire,Ages 65+,Female,Number of patients,Psychiatric,155,COVID-19
2020,Health board of residence,NHS Lothian,Ages 0 - 17,Male,Number of patients,Psychiatric,15,COVID-19
2020,Health board of residence,NHS Lothian,Ages 0 - 17,Female,Number of patients,Psychiatric,45,COVID-19
2020,Health board of residence,NHS Lothian,Ages 18 - 24,Male,Number of patients,Psychiatric,105,COVID-19
2020,Health board of residence,NHS Lothian,Ages 18 - 24,Female,Number of patients,Psychiatric,130,COVID-19
2020,Health board of residence,NHS Lothian,Ages 25 - 39,Male,Number of patients,Psychiatric,290,COVID-19
2020,Health board of residence,NHS Lothian,Ages 25 - 39,Female,Number of patients,Psychiatric,255,COVID-19
2020,Health board of residence,NHS Lothian,Ages 40 - 64,Male,Number of patients,Psychiatric,445,COVID-19
2020,Health board of residence,NHS Lothian,Ages 40 - 64,Female,Number of patients,Psychiatric,365,COVID-19
2020,Health board of residence,NHS Lothian,Ages 65+,Male,Number of patients,Psychiatric,240,COVID-19
2020,Health board of residence,NHS Lothian,Ages 65+,Female,Number of patients,Psychiatric,220,COVID-19
2020,Health board of residence,NHS Orkney,Ages 0 - 17,Male,Number of patients,Psychiatric,0,COVID-19
2020,Health board of residence,NHS Orkney,Ages 0 - 17,Female,Number of patients,Psychiatric,0,COVID-19
2020,Health board of residence,NHS Orkney,Ages 18 - 24,Male,Number of patients,Psychiatric,0,COVID-19
2020,Health board of residence,NHS Orkney,Ages 18 - 24,Female,Number of patients,Psychiatric,5,COVID-19
2020,Health board of residence,NHS Orkney,Ages 25 - 39,Male,Number of patients,Psychiatric,0,COVID-19
2020,Health board of residence,NHS Orkney,Ages 25 - 39,Female,Number of patients,Psychiatric,0,COVID-19
2020,Health board of residence,NHS Orkney,Ages 40 - 64,Male,Number of patients,Psychiatric,0,COVID-19
2020,Health board of residence,NHS Orkney,Ages 40 - 64,Female,Number of patients,Psychiatric,5,COVID-19
2020,Health board of residence,NHS Orkney,Ages 65+,Male,Number of patients,Psychiatric,0,COVID-19
2020,Health board of residence,NHS Orkney,Ages 65+,Female,Number of patients,Psychiatric,0,COVID-19
2020,Health board of residence,NHS Shetland,Ages 0 - 17,Male,Number of patients,Psychiatric,0,COVID-19
2020,Health board of residence,NHS Shetland,Ages 0 - 17,Female,Number of patients,Psychiatric,0,COVID-19
2020,Health board of residence,NHS Shetland,Ages 18 - 24,Male,Number of patients,Psychiatric,0,COVID-19
2020,Health board of residence,NHS Shetland,Ages 18 - 24,Female,Number of patients,Psychiatric,0,COVID-19
2020,Health board of residence,NHS Shetland,Ages 25 - 39,Male,Number of patients,Psychiatric,0,COVID-19
2020,Health board of residence,NHS Shetland,Ages 25 - 39,Female,Number of patients,Psychiatric,5,COVID-19
2020,Health board of residence,NHS Shetland,Ages 40 - 64,Male,Number of patients,Psychiatric,0,COVID-19
2020,Health board of residence,NHS Shetland,Ages 40 - 64,Female,Number of patients,Psychiatric,5,COVID-19
2020,Health board of residence,NHS Shetland,Ages 65+,Male,Number of patients,Psychiatric,0,COVID-19
2020,Health board of residence,NHS Shetland,Ages 65+,Female,Number of patients,Psychiatric,5,COVID-19
2020,Health board of residence,NHS Tayside,Ages 0 - 17,Male,Number of patients,Psychiatric,10,COVID-19
2020,Health board of residence,NHS Tayside,Ages 0 - 17,Female,Number of patients,Psychiatric,25,COVID-19
2020,Health board of residence,NHS Tayside,Ages 18 - 24,Male,Number of patients,Psychiatric,45,COVID-19
2020,Health board of residence,NHS Tayside,Ages 18 - 24,Female,Number of patients,Psychiatric,80,COVID-19
2020,Health board of residence,NHS Tayside,Ages 25 - 39,Male,Number of patients,Psychiatric,155,COVID-19
2020,Health board of residence,NHS Tayside,Ages 25 - 39,Female,Number of patients,Psychiatric,150,COVID-19
2020,Health board of residence,NHS Tayside,Ages 40 - 64,Male,Number of patients,Psychiatric,235,COVID-19
2020,Health board of residence,NHS Tayside,Ages 40 - 64,Female,Number of patients,Psychiatric,200,COVID-19
2020,Health board of residence,NHS Tayside,Ages 65+,Male,Number of patients,Psychiatric,165,COVID-19
2020,Health board of residence,NHS Tayside,Ages 65+,Female,Number of patients,Psychiatric,150,COVID-19
2020,Health board of residence,NHS Western Isles,Ages 0 - 17,Male,Number of patients,Psychiatric,0,COVID-19
2020,Health board of residence,NHS Western Isles,Ages 0 - 17,Female,Number of patients,Psychiatric,0,COVID-19
2020,Health board of residence,NHS Western Isles,Ages 18 - 24,Male,Number of patients,Psychiatric,5,COVID-19
2020,Health board of residence,NHS Western Isles,Ages 18 - 24,Female,Number of patients,Psychiatric,5,COVID-19
2020,Health board of residence,NHS Western Isles,Ages 25 - 39,Male,Number of patients,Psychiatric,5,COVID-19
2020,Health board of residence,NHS Western Isles,Ages 25 - 39,Female,Number of patients,Psychiatric,5,COVID-19
2020,Health board of residence,NHS Western Isles,Ages 40 - 64,Male,Number of patients,Psychiatric,10,COVID-19
2020,Health board of residence,NHS Western Isles,Ages 40 - 64,Female,Number of patients,Psychiatric,10,COVID-19
2020,Health board of residence,NHS Western Isles,Ages 65+,Male,Number of patients,Psychiatric,5,COVID-19
2020,Health board of residence,NHS Western Isles,Ages 65+,Female,Number of patients,Psychiatric,5,COVID-19
2020,Health board of residence,Other,Ages 0 - 17,Male,Number of patients,Psychiatric,0,COVID-19
2020,Health board of residence,Other,Ages 0 - 17,Female,Number of patients,Psychiatric,0,COVID-19
2020,Health board of residence,Other,Ages 18 - 24,Male,Number of patients,Psychiatric,10,COVID-19
2020,Health board of residence,Other,Ages 18 - 24,Female,Number of patients,Psychiatric,25,COVID-19
2020,Health board of residence,Other,Ages 25 - 39,Male,Number of patients,Psychiatric,70,COVID-19
2020,Health board of residence,Other,Ages 25 - 39,Female,Number of patients,Psychiatric,30,COVID-19
2020,Health board of residence,Other,Ages 40 - 64,Male,Number of patients,Psychiatric,60,COVID-19
2020,Health board of residence,Other,Ages 40 - 64,Female,Number of patients,Psychiatric,30,COVID-19
2020,Health board of residence,Other,Ages 65+,Male,Number of patients,Psychiatric,5,COVID-19
2020,Health board of residence,Other,Ages 65+,Female,Number of patients,Psychiatric,5,COVID-19
